2164.27	-675.4162	-607.2801	0.7119167
2164.28	-675.2823	-607.2818	0.7119344
2164.29	-675.1485	-607.2835	0.711951
2164.3	-675.0146	-607.2852	0.7119668
2164.31	-674.8808	-607.2869	0.7119817
2164.32	-674.7469	-607.2887	0.7119958
2164.33	-674.6131	-607.2904	0.7120087
2164.34	-674.4792	-607.2921	0.7120202
2164.35	-674.3455	-607.2939	0.7120306
2164.36	-674.2117	-607.2957	0.7120399
2164.37	-674.0779	-607.2974	0.7120481
2164.38	-673.9441	-607.2992	0.7120549
2164.39	-673.8104	-607.301	0.7120603
2164.4	-673.6766	-607.3027	0.7120645
2164.41	-673.5429	-607.3045	0.7120674
2164.42	-673.4092	-607.3063	0.7120691
2164.43	-673.2755	-607.308	0.7120695
2164.44	-673.1418	-607.3098	0.7120685
2164.45	-673.0082	-607.3116	0.7120663
2164.46	-672.8745	-607.3134	0.712063
2164.47	-672.7408	-607.3151	0.7120584
2164.48	-672.6072	-607.3169	0.7120528
2164.49	-672.4736	-607.3187	0.7120461
2164.5	-672.34	-607.3204	0.7120383
2164.51	-672.2064	-607.3222	0.7120297
2164.52	-672.0729	-607.324	0.7120202
2164.53	-671.9393	-607.3257	0.7120097
2164.54	-671.8058	-607.3275	0.7119983
2164.55	-671.6723	-607.3292	0.7119862
2164.56	-671.5388	-607.331	0.7119733
2164.57	-671.4053	-607.3328	0.7119597
2164.58	-671.2719	-607.3345	0.7119454
2164.59	-671.1384	-607.3363	0.7119305
2164.6	-671.005	-607.3381	0.711915
2164.61	-670.8716	-607.3398	0.7118988
2164.62	-670.7382	-607.3416	0.7118822
2164.63	-670.6048	-607.3434	0.7118649
2164.64	-670.4714	-607.3452	0.7118472
2164.65	-670.3381	-607.3469	0.7118289
2164.66	-670.2047	-607.3486	0.7118102
2164.67	-670.0714	-607.3504	0.711791
2164.68	-669.938	-607.3522	0.7117714
2164.69	-669.8047	-607.3539	0.7117513
2164.7	-669.6714	-607.3556	0.7117309
2164.71	-669.5381	-607.3573	0.7117101
2164.72	-669.4049	-607.3589	0.7116889
2164.73	-669.2717	-607.3607	0.7116673
2164.74	-669.1384	-607.3624	0.7116454
2164.75	-669.0052	-607.3641	0.7116232
2164.76	-668.872	-607.3658	0.7116007
2164.77	-668.7388	-607.3675	0.711578
2164.78	-668.6057	-607.3692	0.7115549
2164.79	-668.4725	-607.3708	0.7115316
2164.8	-668.3394	-607.3726	0.7115081
2164.81	-668.2063	-607.3743	0.7114843
2164.82	-668.0732	-607.3759	0.7114603
2164.83	-667.9401	-607.3776	0.7114362
2164.84	-667.8071	-607.3792	0.7114117
2164.85	-667.674	-607.3808	0.7113871
2164.86	-667.541	-607.3824	0.7113623
2164.87	-667.4079	-607.3841	0.7113374
2164.88	-667.2748	-607.3857	0.7113122
2164.89	-667.1418	-607.3874	0.711287
2164.9	-667.0089	-607.389	0.7112616
2164.91	-666.8759	-607.3906	0.7112361
2164.92	-666.7429	-607.3922	0.7112104
2164.93	-666.6099	-607.3938	0.7111846
2164.94	-666.477	-607.3954	0.7111586
2164.95	-666.3441	-607.397	0.7111326
2164.96	-666.2112	-607.3986	0.7111065
2164.97	-666.0783	-607.4001	0.7110803
2164.98	-665.9454	-607.4017	0.7110539
2164.99	-665.8126	-607.4033	0.7110274
2165	-665.6798	-607.4048	0.7110009
2165.01	-665.547	-607.4063	0.7109744
2165.02	-665.4142	-607.4078	0.7109477
2165.03	-665.2814	-607.4093	0.7109209
2165.04	-665.1487	-607.4108	0.7108941
2165.05	-665.0159	-607.4124	0.7108672
2165.06	-664.8832	-607.4139	0.7108403
2165.07	-664.7504	-607.4154	0.7108133
2165.08	-664.6177	-607.4168	0.7107862
2165.09	-664.485	-607.4183	0.710759
2165.1	-664.3523	-607.4197	0.7107319
2165.11	-664.2196	-607.4212	0.7107046
2165.12	-664.0869	-607.4227	0.7106774
2165.13	-663.9543	-607.4241	0.71065
2165.14	-663.8217	-607.4255	0.7106227
2165.15	-663.689	-607.4269	0.7105952
2165.16	-663.5565	-607.4283	0.7105678
2165.17	-663.4239	-607.4297	0.7105403
2165.18	-663.2913	-607.4312	0.7105128
2165.19	-663.1588	-607.4325	0.7104852
2165.2	-663.0262	-607.4339	0.7104576
2165.21	-662.8937	-607.4352	0.71043
2165.22	-662.7612	-607.4366	0.7104024
2165.23	-662.6288	-607.4379	0.7103748
2165.24	-662.4963	-607.4393	0.7103471
2165.25	-662.3639	-607.4406	0.7103195
2165.26	-662.2314	-607.4419	0.7102919
2165.27	-662.099	-607.4432	0.7102643
2165.28	-661.9666	-607.4445	0.7102368
2165.29	-661.8341	-607.4458	0.7102095
2165.3	-661.7017	-607.447	0.7101822
2165.31	-661.5692	-607.4483	0.7101551
2165.32	-661.4368	-607.4496	0.7101281
2165.33	-661.3043	-607.4509	0.7101015
2165.34	-661.1719	-607.4521	0.7100751
2165.35	-661.0394	-607.4533	0.710049
2165.36	-660.9069	-607.4545	0.7100232
2165.37	-660.7744	-607.4557	0.7099977
2165.38	-660.6418	-607.4569	0.7099727
2165.39	-660.5093	-607.4581	0.7099482
2165.4	-660.3767	-607.4594	0.709924
2165.41	-660.2441	-607.4606	0.7099003
2165.42	-660.1114	-607.4617	0.709877
2165.43	-659.9787	-607.4628	0.7098541
2165.44	-659.846	-607.464	0.7098316
2165.45	-659.7133	-607.4651	0.7098095
2165.46	-659.5804	-607.4663	0.7097879
2165.47	-659.4476	-607.4675	0.7097666
2165.48	-659.3148	-607.4686	0.7097456
2165.49	-659.1819	-607.4697	0.7097251
2165.5	-659.049	-607.4708	0.7097048
2165.51	-658.916	-607.4719	0.7096848
2165.52	-658.783	-607.473	0.7096651
2165.53	-658.65	-607.4741	0.7096457
2165.54	-658.517	-607.4752	0.7096266
2165.55	-658.3839	-607.4763	0.7096078
2165.56	-658.2507	-607.4774	0.7095891
2165.57	-658.1175	-607.4785	0.7095707
2165.58	-657.9843	-607.4795	0.7095525
2165.59	-657.8511	-607.4805	0.7095345
2165.6	-657.7178	-607.4816	0.7095166
2165.61	-657.5844	-607.4826	0.7094989
2165.62	-657.451	-607.4836	0.7094815
2165.63	-657.3176	-607.4847	0.7094641
2165.64	-657.1842	-607.4857	0.7094468
2165.65	-657.0507	-607.4867	0.7094296
2165.66	-656.9172	-607.4877	0.7094124
2165.67	-656.7836	-607.4886	0.7093953
2165.68	-656.65	-607.4896	0.7093781
2165.69	-656.5163	-607.4906	0.7093608
2165.7	-656.3826	-607.4916	0.7093436
2165.71	-656.2489	-607.4926	0.7093261
2165.72	-656.1151	-607.4935	0.7093086
2165.73	-655.9813	-607.4945	0.7092908
2165.74	-655.8475	-607.4954	0.7092728
2165.75	-655.7136	-607.4963	0.7092545
2165.76	-655.5797	-607.4972	0.709236
2165.77	-655.4457	-607.4981	0.7092172
2165.78	-655.3117	-607.499	0.709198
2165.79	-655.1777	-607.4999	0.7091783
2165.8	-655.0436	-607.5009	0.7091582
2165.81	-654.9094	-607.5016	0.7091377
2165.82	-654.7752	-607.5025	0.7091167
2165.83	-654.6409	-607.5034	0.7090954
2165.84	-654.5067	-607.5042	0.7090734
2165.85	-654.3723	-607.5051	0.7090508
2165.86	-654.238	-607.5059	0.7090276
2165.87	-654.1036	-607.5068	0.7090037
2165.88	-653.9691	-607.5075	0.7089794
2165.89	-653.8347	-607.5083	0.7089542
2165.9	-653.7001	-607.5091	0.7089282
2165.91	-653.5656	-607.5099	0.7089015
2165.92	-653.4309	-607.5107	0.708874
2165.93	-653.2963	-607.5115	0.7088457
2165.94	-653.1616	-607.5121	0.7088165
2165.95	-653.0268	-607.5129	0.7087865
2165.96	-652.892	-607.5136	0.7087559
2165.97	-652.7571	-607.5143	0.7087244
2165.98	-652.6222	-607.5151	0.708692
