,ID,Feature,Time
248,16,"(14.868864447077675, -33.63862598218077, 2.772393140752386, 5.640382305610256, -3.168173136430155)",448
249,16,"(14.744731521477394, -33.04763148972009, 2.772393140752383, 5.640382305610256, -3.168173136430155)",449
250,16,"(14.68544337809819, -32.67895451492013, 2.772393140752385, 5.640382305610256, -3.168173136430155)",450
251,16,"(14.624610175618415, -32.164708535433995, 2.772393140752385, 5.640382305610256, -3.168173136430155)",451
252,16,"(14.513553407393516, -30.69694994139206, 2.772393140752383, 5.640382305610256, -3.168173136430155)",452
253,16,"(14.599142420600998, -30.186240515768343, 2.77239314075238, 5.640382305610256, -3.168173136430155)",453
254,16,"(14.391887000825442, -29.668457946465065, 2.77239314075238, 5.640382305610256, -3.168173136430155)",454
255,16,"(14.484549103794471, -28.86490408542128, 2.77239314075238, 5.6403823056102524, -3.168173136430155)",455
256,16,"(14.484549103794471, -28.86490408542128, 2.77239314075238, 5.6403823056102524, -3.168173136430155)",456
257,16,"(14.570138118707053, -28.354194636204554, 2.772393140752378, 5.6403823056102524, -3.168173136430155)",457
258,16,"(14.519914545235562, -27.40068198688722, 2.772393140752378, 5.6403823056102524, -3.168173136430155)",458
259,16,"(14.248289367136245, -26.515075573443184, 2.772393140752378, 5.6403823056102524, -3.168173136430155)",459
260,16,"(14.34095146844492, -25.711521670044696, 2.772393140752378, 5.6403823056102524, -3.168173136430155)",460
