,ID,Feature,Time
141,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",66
142,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",67
143,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",68
144,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",69
145,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",70
146,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",71
147,2a4,"(19.114832326936213, -38.33424024534883, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",72
148,2a4,"(19.114412934696976, -38.151884080722496, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",73
149,2a4,"(19.114412934696976, -38.151884080722496, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",74
150,2a4,"(19.114412934696976, -38.151884080722496, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",75
151,2a4,"(19.11378384634014, -37.878349834616245, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",76
152,2a4,"(19.11273536574057, -37.42245942235644, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",77
153,2a4,"(19.11273536574057, -37.42245942235644, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",78
154,2a4,"(19.111896581259618, -37.057747091993136, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",79
155,2a4,"(19.20202618790631, -36.60164701553788, 2.3420385976428593, 4.516787841019792, -3.143892741500976)",80
156,2a5,"(16.231464292416085, -39.36228551324022, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",40
157,2a5,"(16.231254596306666, -39.271107435370105, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",41
158,2a5,"(16.048269352623603, -38.99799251997042, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",42
159,2a5,"(16.04743056818731, -38.63328020904588, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",43
160,2a5,"(16.04743056818731, -38.63328020904588, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",44
161,2a5,"(16.04638208763718, -38.17738981830755, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",45
162,2a5,"(15.954784618161511, -37.9952433234074, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",46
163,2a5,"(16.04533360820003, -37.72149942853843, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",47
164,2a5,"(16.04533360820003, -37.72149942853843, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",48
165,2a5,"(16.04533360820003, -37.72149942853843, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",49
166,2a5,"(16.04533360820003, -37.72149942853843, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",50
167,2a5,"(16.04533360820003, -37.72149942853843, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",51
168,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",52
169,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",53
170,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",54
171,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",55
172,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",56
173,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",57
174,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",58
175,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",59
176,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",60
177,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",61
178,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",62
179,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",63
180,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",64
181,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",65
182,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",66
183,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",67
184,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",68
185,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",69
186,2a5,"(16.04449482376629, -37.35678711872473, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",70
187,2a5,"(15.951639177359596, -36.62757215785537, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",71
188,2a5,"(15.951639177359596, -36.62757215785537, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",72
189,2a5,"(15.951639177359596, -36.62757215785537, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",73
190,2a5,"(15.951010089031445, -36.354037924245404, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",74
191,2a5,"(15.951010089031445, -36.354037924245404, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",75
192,2a5,"(16.04072029269397, -35.71558172026191, 2.258393955868171, 3.9312778044160073, -3.157590462049429)",76
193,2a5,"(15.948913126005596, -35.442257150688164, 2.258393955868171, 3.9312778044160073, -3.157590462049429)",77
194,2a5,"(15.948913126005596, -35.442257150688164, 2.258393955868171, 3.9312778044160073, -3.157590462049429)",78
195,2a5,"(15.947864645455521, -34.98636675995006, 2.258393955868171, 3.9312778044160073, -3.157590462049429)",79
196,2a5,"(15.947235557131204, -34.7128325280066, 2.258393955868173, 3.9312778044160073, -3.157590462049429)",80
197,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",40
198,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",41
199,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",42
200,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",43
201,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",44
202,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",45
203,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",46
204,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",47
205,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",48
206,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",49
