389.52	-648.294	-606.9396	0.7085079
389.53	-648.1818	-606.9401	0.7084612
389.54	-648.0697	-606.9406	0.7084137
389.55	-647.9575	-606.941	0.7083654
389.56	-647.8453	-606.9415	0.7083164
389.57	-647.7332	-606.9419	0.7082666
389.58	-647.6209	-606.9423	0.7082162
389.59	-647.5087	-606.9427	0.7081658
389.6	-647.3965	-606.9431	0.7081155
389.61	-647.2842	-606.9434	0.7080652
389.62	-647.172	-606.9438	0.7080148
389.63	-647.0597	-606.9442	0.7079646
389.64	-646.9474	-606.9445	0.7079155
389.65	-646.8351	-606.9448	0.7078677
389.66	-646.7228	-606.9452	0.707821
389.67	-646.6105	-606.9454	0.7077753
389.68	-646.4982	-606.9457	0.7077306
389.69	-646.3859	-606.946	0.7076882
389.7	-646.2735	-606.9464	0.7076479
389.71	-646.1611	-606.9466	0.7076097
389.72	-646.0488	-606.9469	0.7075734
389.73	-645.9363	-606.9472	0.707539
389.74	-645.8239	-606.9474	0.7075062
389.75	-645.7115	-606.9476	0.7074761
389.76	-645.5991	-606.9479	0.7074484
389.77	-645.4866	-606.9481	0.7074232
389.78	-645.3741	-606.9484	0.7074002
389.79	-645.2617	-606.9486	0.7073793
389.8	-645.1492	-606.9489	0.7073606
389.81	-645.0367	-606.9491	0.7073439
389.82	-644.9242	-606.9493	0.7073292
389.83	-644.8116	-606.9495	0.7073163
389.84	-644.6991	-606.9498	0.7073051
389.85	-644.5865	-606.95	0.7072955
389.86	-644.4739	-606.9502	0.7072873
389.87	-644.3613	-606.9504	0.7072805
389.88	-644.2487	-606.9506	0.7072749
389.89	-644.136	-606.9507	0.7072704
389.9	-644.0234	-606.9509	0.7072668
389.91	-643.9106	-606.9511	0.7072641
389.92	-643.7979	-606.9513	0.7072622
389.93	-643.6851	-606.9515	0.707261
389.94	-643.5723	-606.9517	0.7072601
389.95	-643.4595	-606.9518	0.7072594
389.96	-643.3467	-606.952	0.7072589
389.97	-643.2338	-606.9522	0.7072586
389.98	-643.1209	-606.9523	0.7072584
389.99	-643.0079	-606.9525	0.7072585
390	-642.895	-606.9526	0.7072576
390.01	-642.782	-606.9527	0.7072561
390.02	-642.6689	-606.9528	0.7072539
390.03	-642.5559	-606.9529	0.7072511
390.04	-642.4429	-606.9531	0.7072464
390.05	-642.3298	-606.9532	0.7072401
390.06	-642.2166	-606.9533	0.7072322
390.07	-642.1035	-606.9534	0.7072228
390.08	-641.9902	-606.9534	0.7072121
390.09	-641.877	-606.9535	0.7071986
390.1	-641.7638	-606.9536	0.7071826
390.11	-641.6505	-606.9536	0.7071643
390.12	-641.5372	-606.9536	0.7071437
390.13	-641.4239	-606.9536	0.7071211
390.14	-641.3105	-606.9536	0.707095
390.15	-641.1971	-606.9536	0.7070658
390.16	-641.0837	-606.9536	0.7070335
390.17	-640.9703	-606.9535	0.7069985
390.18	-640.8568	-606.9534	0.7069607
390.19	-640.7433	-606.9534	0.7069196
390.2	-640.6298	-606.9532	0.706875
390.21	-640.5163	-606.9531	0.7068273
390.22	-640.4027	-606.953	0.7067767
390.23	-640.2891	-606.9528	0.7067233
390.24	-640.1754	-606.9527	0.706667
390.25	-640.0618	-606.9525	0.7066079
390.26	-639.9481	-606.9523	0.7065462
390.27	-639.8344	-606.9521	0.706482
390.28	-639.7206	-606.9518	0.7064155
390.29	-639.6068	-606.9515	0.7063468
390.3	-639.493	-606.9512	0.7062761
390.31	-639.3792	-606.951	0.7062034
390.32	-639.2653	-606.9507	0.7061289
390.33	-639.1514	-606.9503	0.7060527
390.34	-639.0375	-606.95	0.7059751
390.35	-638.9236	-606.9496	0.7058962
390.36	-638.8096	-606.9492	0.7058161
390.37	-638.6956	-606.9488	0.7057348
390.38	-638.5816	-606.9483	0.7056525
390.39	-638.4675	-606.9479	0.7055691
390.4	-638.3535	-606.9474	0.7054856
390.41	-638.2393	-606.9469	0.7054021
390.42	-638.1252	-606.9464	0.7053185
390.43	-638.011	-606.9459	0.7052348
390.44	-637.8968	-606.9453	0.7051522
390.45	-637.7826	-606.9448	0.7050705
390.46	-637.6683	-606.9442	0.7049899
390.47	-637.5541	-606.9435	0.70491
390.48	-637.4398	-606.9429	0.7048311
390.49	-637.3254	-606.9423	0.7047546
390.5	-637.2111	-606.9417	0.7046804
390.51	-637.0967	-606.941	0.7046083
390.52	-636.9822	-606.9403	0.7045383
390.53	-636.8678	-606.9396	0.7044702
390.54	-636.7534	-606.9389	0.7044052
390.55	-636.6389	-606.9382	0.7043433
390.56	-636.5244	-606.9375	0.7042843
390.57	-636.4098	-606.9368	0.7042278
390.58	-636.2952	-606.936	0.7041739
390.59	-636.1805	-606.9352	0.704123
390.6	-636.0659	-606.9345	0.7040749
390.61	-635.9512	-606.9338	0.7040295
390.62	-635.8365	-606.9329	0.7039866
390.63	-635.7218	-606.9321	0.7039462
390.64	-635.6071	-606.9313	0.703908
390.65	-635.4923	-606.9305	0.7038719
390.66	-635.3775	-606.9297	0.7038378
390.67	-635.2626	-606.9288	0.7038056
390.68	-635.1478	-606.928	0.7037753
390.69	-635.0329	-606.9271	0.7037465
390.7	-634.918	-606.9263	0.7037194
390.71	-634.803	-606.9254	0.7036937
390.72	-634.688	-606.9244	0.7036694
390.73	-634.5731	-606.9235	0.7036466
390.74	-634.4581	-606.9226	0.7036248
390.75	-634.343	-606.9217	0.7036041
390.76	-634.228	-606.9208	0.7035844
390.77	-634.1129	-606.9199	0.7035656
390.78	-633.9977	-606.9188	0.7035477
390.79	-633.8826	-606.9178	0.7035301
390.8	-633.7675	-606.9169	0.7035129
390.81	-633.6523	-606.9159	0.7034961
390.82	-633.537	-606.9149	0.7034795
390.83	-633.4218	-606.9139	0.7034632
390.84	-633.3065	-606.9128	0.7034472
390.85	-633.1912	-606.9118	0.7034302
390.86	-633.0759	-606.9108	0.7034122
390.87	-632.9606	-606.9097	0.7033935
390.88	-632.8452	-606.9086	0.703374
390.89	-632.7299	-606.9075	0.7033525
390.9	-632.6145	-606.9064	0.7033293
390.91	-632.4991	-606.9053	0.7033044
390.92	-632.3837	-606.9041	0.703278
390.93	-632.2682	-606.9029	0.7032501
390.94	-632.1527	-606.9017	0.7032207
390.95	-632.0372	-606.9006	0.7031889
390.96	-631.9217	-606.8994	0.7031544
390.97	-631.8062	-606.8981	0.7031178
390.98	-631.6906	-606.8969	0.7030789
390.99	-631.5751	-606.8956	0.7030377
391	-631.4595	-606.8943	0.7029945
391.01	-631.3439	-606.8931	0.702949
391.02	-631.2282	-606.8917	0.7029018
391.03	-631.1125	-606.8904	0.7028528
391.04	-630.9969	-606.889	0.7028026
391.05	-630.8812	-606.8876	0.7027514
391.06	-630.7655	-606.8863	0.7026992
391.07	-630.6498	-606.8849	0.702646
391.08	-630.5341	-606.8834	0.7025919
391.09	-630.4183	-606.882	0.7025384
391.1	-630.3026	-606.8806	0.7024853
391.11	-630.1868	-606.8792	0.7024327
391.12	-630.071	-606.8777	0.7023806
391.13	-629.9551	-606.8762	0.7023289
391.14	-629.8393	-606.8747	0.7022793
391.15	-629.7234	-606.8732	0.7022316
391.16	-629.6076	-606.8717	0.7021858
391.17	-629.4917	-606.8702	0.7021418
391.18	-629.3758	-606.8687	0.7020994
391.19	-629.2599	-606.8672	0.7020599
391.2	-629.144	-606.8656	0.702023
391.21	-629.028	-606.8641	0.7019889
391.22	-628.912	-606.8625	0.701957
391.23	-628.7961	-606.861	0.7019275
391.24	-628.6801	-606.8595	0.7019008
